timestamp,MainRoom,AC,LivingRoom,LightsLiving ,BathPlugs,Holiday,GuestRoom,Fridge,Kitchn
2016-08-04 05:00:00-05:00,680.2565325,1053.562103,100.0196736,0,0,5.581702264,865.1236747,38.40644011,22.24573486
2016-08-04 06:00:00-05:00,680.2565325,1053.562103,100.0196736,0,0,5.581702264,865.1236747,38.40644011,22.24573486
2016-08-04 07:00:00-05:00,438.6249237,487.9972518,96.93234457,49.87747139,0,5.814536802,698.7408339,93.55261932,141.3972297
2016-08-04 08:00:00-05:00,399.2671737,0,94.83411645,34.50829236,0,5.924827829,442.2942229,55.8001053,279.5435619
2016-08-04 09:00:00-05:00,160.6316152,0,95.30988212,25.73001049,0,5.802789935,601.785382,199.0912337,277.0986598
2016-08-04 10:00:00-05:00,770.6978485,1012.571718,95.97874745,0,0,5.883288881,1167.170857,122.1579596,278.5110248
2016-08-04 11:00:00-05:00,1008.130177,1436.254725,100.3550713,0,0,5.585273182,1384.274226,56.46659636,276.2075198
2016-08-04 12:00:00-05:00,1309.845547,2066.487796,100.1241765,0,0,5.289224583,1745.657486,39.07966489,273.7842785
2016-08-04 13:00:00-05:00,1510.104497,2124.109242,99.67258571,0,0,5.173618493,1788.749185,60.57606564,271.7212661
2016-08-04 14:00:00-05:00,1510.104497,2124.109242,99.67258571,0,0,5.173618493,1788.749185,60.57606564,271.7212661
2016-08-04 15:00:00-05:00,1597.95235,2189.218423,99.59547288,0,0,5.25795485,1859.295948,51.83068578,272.4540685
2016-08-04 16:00:00-05:00,1265.293085,1350.251083,99.38121288,0,0,5.618876755,1339.948937,68.41187204,275.0513881
2016-08-04 17:00:00-05:00,1743.116733,2189.388947,99.61316742,0,0,5.49413265,1811.179653,80.06183119,226.8606351
2016-08-04 18:00:00-05:00,1789.015762,2153.998468,99.80590576,0,0,5.706009028,1763.840589,152.5978565,147.2088977
2016-08-04 19:00:00-05:00,1528.596573,2126.315942,100.5408144,0,0,5.7554733,1686.587331,68.99235317,179.1200138
2016-08-04 20:00:00-05:00,1453.471137,2053.888166,141.5133978,8.851556662,0,5.962449299,1775.636763,123.4686758,225.6568836
2016-08-04 21:00:00-05:00,1765.509265,2012.214645,411.5249245,9.693890088,0,6.077526737,1769.752617,109.2131827,284.7898142
2016-08-04 22:00:00-05:00,1211.998298,1967.644674,152.6859351,7.680956958,0,5.191596503,1937.782109,124.2218088,112.4242422
2016-08-04 23:00:00-05:00,1211.998298,1967.644674,152.6859351,7.680956958,0,5.191596503,1937.782109,124.2218088,112.4242422
2016-08-05 00:00:00-05:00,159.655307,0,99.22506543,0,0,5.675108744,244.2203534,130.4753709,28.50412966
2016-08-05 01:00:00-05:00,721.2067104,979.9971964,99.41732618,0,0,5.401050086,811.8010852,45.00626239,28.95632196
2016-08-05 02:00:00-05:00,695.3594695,1020.920266,99.49688162,0,0,5.436155187,830.5755863,47.96329315,27.83767557
2016-08-05 03:00:00-05:00,741.3688822,1178.603243,99.21287573,0,0,5.451260734,896.9256966,5.889961982,27.54454727
2016-08-05 04:00:00-05:00,662.5190258,1019.378017,99.85409549,0,0,5.460645277,845.2074056,43.64394567,27.04872909
2016-08-05 05:00:00-05:00,574.0812176,848.5594031,99.27591355,0,0,5.503522688,718.9119602,46.9836801,27.60336918
2016-08-05 06:00:00-05:00,116.9853787,0,96.80730353,0,0,5.411374701,116.2354719,7.288790544,27.16731029
2016-08-05 07:00:00-05:00,550.8188934,752.5593759,96.12189798,28.20531271,0,5.499373262,934.226577,100.8255338,201.2969816
2016-08-05 08:00:00-05:00,170.469753,0,96.24106022,34.78408973,0,5.584192614,465.4945099,102.8359206,247.7778415
2016-08-05 09:00:00-05:00,168.4705589,0,94.70458804,34.31977805,0,5.513632719,502.762369,93.45588279,281.7824577
2016-08-05 10:00:00-05:00,551.5181749,437.7763605,95.17104621,0,0,5.871849104,866.314726,123.1367749,284.7528117
2016-08-05 11:00:00-05:00,1015.494462,1519.17092,97.48335942,0,0,5.419980894,1408.340264,52.67890682,280.978985
2016-08-05 12:00:00-05:00,1244.441705,1938.107544,97.14106927,0,0,5.167972371,1728.615258,87.98720935,276.5941465
2016-08-05 13:00:00-05:00,1420.091312,2108.369726,95.25692379,0,0,5.002843694,1753.196297,25.78173723,284.754681
2016-08-05 14:00:00-05:00,1442.132208,2168.301744,99.08271289,0,0,0,1803.453189,58.48432611,274.2848168
